Date	Ref No.	Payee	Memo	Payment	Deposit	Reconciliation Status	Balance	Type	Account	Added in Banking
11/19/2021		MERCHANT BANKCD	PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	0.52		Reconciled	156,646.02	Check	Income:CREDIT CARD	
11/19/2021		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:94964900008137X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,503.04		Reconciled	156,646.54	Check	3140 Payroll Taxes Liabilities	
11/19/2021	1561	DA THAISON		1,326.00		Reconciled	158,149.58	Check	Purchase:Da Thaison Inc	
11/19/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,142.25	Reconciled	159,475.58	Deposit	Income:CREDIT CARD	
11/19/2021			DoorDash, Inc. DES:Disabled A ID:ST-U6U7B5N0R1O3 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,637.98	Reconciled	156,333.33	Deposit	Income:DoorDash	
11/18/2021		NJ GOVSERVICE	NJGovServEW DES:NJGovServE ID:609-586-2600 INDN:COUR THAI GROUP CORPOR CO ID:1522077581 CCD	75.50		Reconciled	154,695.35	Check	8220 Licenses and Permits	
11/18/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,591.85	Reconciled	154,770.85	Deposit	Income:CREDIT CARD	
11/17/2021		MERCHANT BANKCD	PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	0.18		Reconciled	151,179.00	Check	Income:CREDIT CARD	
11/17/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,302.11	Reconciled	151,179.18	Deposit	Income:CREDIT CARD	
11/16/2021		BOA CC PMT	Agent Assisted pymt to BkofAm CRD 0241 Confirmation# qslinpe2g	2,804.19		Reconciled	148,877.07	Check	3400 BOA #0241	
11/16/2021	1562	KAM KEU MARKET		2,867.60		Reconciled	151,681.26	Check	Purchase:KAM KEU ASIAN MARKET	
11/16/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,782.38	Reconciled	154,548.86	Deposit	Income:CREDIT CARD	
11/15/2021		MERCHANT BANKCD	PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	0.50		Reconciled	151,766.48	Check	Income:CREDIT CARD	
11/15/2021		MERCHANT BANKCD	PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	0.44		Reconciled	151,766.98	Check	Income:CREDIT CARD	
11/15/2021	5214	PAYROLL CHECK		685.52		Reconciled	151,767.42	Check	8400 Salaries and wages	
11/15/2021	5209	PAYROLL CHECK		685.52		Reconciled	152,452.94	Check	8400 Salaries and wages	
11/15/2021	1560	DM CLEANING UP SERVICES LLC	ROAD CLEANING	450.00		Reconciled	153,138.46	Check	8660 Repairs & maintenance	
11/15/2021	1553	DA THAISON		1,795.90		Reconciled	153,588.46	Check	Purchase:Da Thaison Inc	
11/15/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		8,475.75	Reconciled	155,384.36	Deposit	Income:CREDIT CARD	
11/15/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,053.36	Reconciled	146,908.61	Deposit	Income:CREDIT CARD	
11/12/2021	5203	PAYROLL CHECK		1,514.84		Reconciled	141,855.25	Check	8400 Salaries and wages	
11/12/2021	5198	PAYROLL CHECK		1,429.57		Reconciled	143,370.09	Check	8400 Salaries and wages	
11/12/2021	5193	PAYROLL CHECK		1,227.29		Reconciled	144,799.66	Check	8400 Salaries and wages	
11/12/2021	1556	REPUBLIC SERVICE		184.86		Reconciled	146,026.95	Check	8880 Waste Management	
11/12/2021	1552	STATE OF NJ		33.16		Reconciled	146,211.81	Check	8440 Payroll Taxes	
11/12/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,283.44	Reconciled	146,244.97	Deposit	Income:CREDIT CARD	
11/12/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,550.23	Reconciled	141,961.53	Deposit	Income:CREDIT CARD	
11/12/2021			DoorDash, Inc. DES:Disabled A ID:ST-V1E0E7D2K3Z1 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,502.29	Reconciled	138,411.30	Deposit	Income:DoorDash	
11/10/2021	1559	KAM KEU MARKET		3,469.15		Reconciled	136,909.01	Check	Purchase:KAM KEU ASIAN MARKET	
11/10/2021	1557	Levin Management		18,880.77		Reconciled	140,378.16	Check	Rent:Restaurant	
11/10/2021	1554	HORIZON		1,114.65		Reconciled	159,258.93	Check	8150 Health Insurance	
11/10/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,407.36	Reconciled	160,373.58	Deposit	Income:CREDIT CARD	
11/09/2021	1558	C & S ASSOCIATES		1,015.00		Reconciled	157,966.22	Check	Rent:Dormitory	
11/09/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,402.46	Reconciled	158,981.22	Deposit	Income:CREDIT CARD	
11/08/2021		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X94788400014243 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	131.36		Reconciled	156,578.76	Check	8460 Payroll Processing Fees	
11/08/2021	1555	LAI F CHONG		15,000.00		Reconciled	156,710.12	Check	4520 Loan officer	
11/08/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,180.95	Reconciled	171,710.12	Deposit	Income:CREDIT CARD	
11/08/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,820.91	Reconciled	165,529.17	Deposit	Income:CREDIT CARD	
11/05/2021		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:94783100010449X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,231.11		Reconciled	160,708.26	Check	3140 Payroll Taxes Liabilities	
11/05/2021	1548	COSTCO WHOLESALE		297.39		Reconciled	161,939.37	Check	Purchase:COSTCO	
11/05/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,662.82	Reconciled	162,236.76	Deposit	Income:CREDIT CARD	
11/05/2021			DoorDash, Inc. DES:Disabled A ID:ST-Y2I7D3Y9O5I8 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,562.57	Reconciled	159,573.94	Deposit	Income:DoorDash	
11/04/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,858.72	Reconciled	158,011.37	Deposit	Income:CREDIT CARD	
11/03/2021		MERCHANT BANKCD	PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	3,213.92		Reconciled	155,152.65	Check	7750 Credit Card Processing Fee	
11/03/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,606.54	Reconciled	158,366.57	Deposit	Income:CREDIT CARD	
11/02/2021	1551	KAM KEU MARKET		3,469.10		Reconciled	155,760.03	Check	Purchase:KAM KEU ASIAN MARKET	
11/02/2021	1550	SEA PRIVATE SEAFOOD		1,293.10		Reconciled	159,229.13	Check	Purchase:Sea Pirate Seafood	
11/02/2021	1549	RESTAURANT DEPOT		904.89		Reconciled	160,522.23	Check	Purchase:Restaurant Depot	
11/02/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,043.38	Reconciled	161,427.12	Deposit	Income:CREDIT CARD	
11/01/2021	1547	DA THAISON		1,929.00		Reconciled	159,383.74	Check	Purchase:Da Thaison Inc	
11/01/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		7,411.39	Reconciled	161,312.74	Deposit	Income:CREDIT CARD	
11/01/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,844.25	Reconciled	153,901.35	Deposit	Income:CREDIT CARD	
11/01/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,880.90	Reconciled	149,057.10	Deposit	Income:CREDIT CARD	
10/29/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,695.28	Reconciled	146,176.20	Deposit	Income:CREDIT CARD	
10/29/2021			DoorDash, Inc. DES:Disabled A ID:ST-D1P1X5M9I6C9 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,395.65	Reconciled	143,480.92	Deposit	Income:DoorDash	
10/27/2021	5204	PAYROLL CHECK		685.52		Reconciled	142,085.27	Check	8400 Salaries and wages	
10/27/2021	5199	PAYROLL CHECK		685.52		Reconciled	142,770.79	Check	8400 Salaries and wages	
10/27/2021	5194	PAYROLL CHECK		685.52		Reconciled	143,456.31	Check	8400 Salaries and wages	
10/27/2021	5185	PAYROLL CHECK		685.52		Reconciled	144,141.83	Check	8400 Salaries and wages	
10/27/2021	1545	YEE SING TRADING		1,761.50		Reconciled	144,827.35	Check	Purchase:YEE SING TRADING	
10/27/2021	1543	COSTCO WHOLESALE		288.11		Reconciled	146,588.85	Check	Purchase:COSTCO	
10/27/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,442.84	Reconciled	146,876.96	Deposit	Income:CREDIT CARD	
10/26/2021	1546	KAM KEU MARKET		3,787.50		Reconciled	144,434.12	Check	Purchase:KAM KEU ASIAN MARKET	
10/26/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,442.34	Reconciled	148,221.62	Deposit	Income:CREDIT CARD	
10/25/2021		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X94601300001781 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	141.36		Reconciled	145,779.28	Check	8460 Payroll Processing Fees	
10/25/2021	1544	DA THAISON		1,919.00		Reconciled	145,920.64	Check	Purchase:Da Thaison Inc	
10/25/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,721.39	Reconciled	147,839.64	Deposit	Income:CREDIT CARD	
10/25/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,131.39	Reconciled	141,118.25	Deposit	Income:CREDIT CARD	
10/22/2021		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:94593500008590X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,347.95		Reconciled	136,986.86	Check	3140 Payroll Taxes Liabilities	
10/22/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,251.37	Reconciled	138,334.81	Deposit	Income:CREDIT CARD	
10/22/2021			DoorDash, Inc. DES:Disabled A ID:ST-U0B7P6U1G6S0 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,517.89	Reconciled	136,083.44	Deposit	Income:DoorDash	
10/21/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,529.46	Reconciled	134,565.55	Deposit	Income:CREDIT CARD	
10/20/2021		NJ S&U WEB PMT	NJ S&U WEB PMT DES:NJWEB55 ID:091000017696078 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B8439605	5,135.26		Reconciled	129,036.09	Check	6030 Sales Tax  Adjustment	
10/20/2021	1541	SEA PRIVATE SEAFOOD		2,203.20		Reconciled	134,171.35	Check	Purchase:Sea Pirate Seafood	
10/20/2021	1540	DA THAISON		1,520.50		Reconciled	136,374.55	Check	Purchase:Da Thaison Inc	
10/19/2021	5183	PAYROLL CHECK		984.10		Reconciled	137,895.05	Check	8400 Salaries and wages	
10/19/2021	5182	PAYROLL CHECK		1,085.60		Reconciled	138,879.15	Check	8400 Salaries and wages	
10/19/2021	1542	KAM KEU MARKET		2,992.60		Reconciled	139,964.75	Check	Purchase:KAM KEU ASIAN MARKET	
10/19/2021	1532	NJ AMERICAN WATER		908.13		Reconciled	142,957.35	Check	Utilities:Water	
10/19/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,928.51	Reconciled	143,865.48	Deposit	Income:CREDIT CARD	
10/18/2021	5186	PAYROLL CHECK		568.65		Reconciled	140,936.97	Check	8400 Salaries and wages	
10/18/2021	5179	PAYROLL CHECK		546.94		Reconciled	141,505.62	Check	8400 Salaries and wages	
10/18/2021	5174	PAYROLL CHECK		588.03		Reconciled	142,052.56	Check	8400 Salaries and wages	
10/18/2021	5146	PAYROLL CHECK		555.56		Reconciled	142,640.59	Check	8400 Salaries and wages	
10/18/2021	5142	PAYROLL CHECK		602.22		Reconciled	143,196.15	Check	8400 Salaries and wages	
10/18/2021	5138	PAYROLL CHECK		620.64		Reconciled	143,798.37	Check	8400 Salaries and wages	
10/18/2021	1539	LAI F CHONG		12,000.00		Reconciled	144,419.01	Check	4520 Loan officer	
10/18/2021	1538	KAM KEU MARKET		2,695.00		Reconciled	156,419.01	Check	Purchase:KAM KEU ASIAN MARKET	
10/18/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		8,713.10	Reconciled	159,114.01	Deposit	Income:CREDIT CARD	
10/18/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,065.80	Reconciled	150,400.91	Deposit	Income:CREDIT CARD	
10/15/2021		BOA CC PMT	BANK OF AMERICA DES:QRMT Pymt ID:COUR THAI INDN:4339931165670241 00 CO ID:3001190310 CCD	1,861.32		Reconciled	147,335.11	Check	3400 BOA #0241	
10/15/2021	1537	AUTO CHLOR SYSTEM		927.42		Reconciled	149,196.43	Check	8670 Dishwash expense	
10/15/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,565.60	Reconciled	150,123.85	Deposit	Income:CREDIT CARD	
10/15/2021			DoorDash, Inc. DES:Disabled A ID:ST-E0J9E1W2H1Q0 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,062.69	Reconciled	147,558.25	Deposit	Income:DoorDash	
10/14/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,106.83	Reconciled	146,495.56	Deposit	Income:CREDIT CARD	
10/13/2021	1535	DA THAISON		1,730.50		Reconciled	144,388.73	Check	Purchase:Da Thaison Inc	
10/13/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,862.19	Reconciled	146,119.23	Deposit	Income:CREDIT CARD	
10/12/2021	5202	PAYROLL CHECK		588.83		Reconciled	144,257.04	Check	8400 Salaries and wages	
10/12/2021	5201	PAYROLL CHECK		540.91		Reconciled	144,845.87	Check	8400 Salaries and wages	
10/12/2021	5197	PAYROLL CHECK		575.64		Reconciled	145,386.78	Check	8400 Salaries and wages	
10/12/2021	5196	PAYROLL CHECK		540.91		Reconciled	145,962.42	Check	8400 Salaries and wages	
10/12/2021	5190	PAYROLL CHECK		593.02		Reconciled	146,503.33	Check	8400 Salaries and wages	
10/12/2021	5189	PAYROLL CHECK		524.96		Reconciled	147,096.35	Check	8400 Salaries and wages	
10/12/2021	5181	PAYROLL CHECK		575.17		Reconciled	147,621.31	Check	8400 Salaries and wages	
10/12/2021	5175	PAYROLL CHECK		524.96		Reconciled	148,196.48	Check	8400 Salaries and wages	
10/12/2021	1536	RESTAURANT DEPOT		1,002.03		Reconciled	148,721.44	Check	Purchase:Restaurant Depot	
10/12/2021	1533	C & S ASSOCIATES		1,315.00		Reconciled	149,723.47	Check	Rent:Dormitory	
10/12/2021	1531	ECOLAB		274.76		Reconciled	151,038.47	Check	8870 Pest Control	
10/12/2021	1528	REPUBLIC SERVICE		184.94		Reconciled	151,313.23	Check	8880 Waste Management	
10/12/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		7,218.48	Reconciled	151,498.17	Deposit	Income:CREDIT CARD	
10/12/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,718.41	Reconciled	144,279.69	Deposit	Income:CREDIT CARD	
10/12/2021			PNC MERCHANT DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,561.84	Reconciled	139,561.28	Deposit	Income:CREDIT CARD	
10/08/2021		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:94380000017620X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,132.47		Reconciled	135,999.44	Check	3140 Payroll Taxes Liabilities	
10/08/2021		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X94389800010252 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	145.36		Reconciled	137,131.91	Check	8460 Payroll Processing Fees	
10/08/2021	1534	KAM KEU MARKET		3,232.75		Reconciled	137,277.27	Check	Purchase:KAM KEU ASIAN MARKET	
10/08/2021	1527	Levin Management		12,895.77		Reconciled	140,510.02	Check	Rent:Restaurant	
10/08/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,447.52	Reconciled	153,405.79	Deposit	Income:CREDIT CARD	
10/08/2021			DoorDash, Inc. DES:Disabled A ID:ST-E2X3X6R7Z2G3 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,375.57	Reconciled	150,958.27	Deposit	Income:DoorDash	
10/07/2021	1530	HORIZON		1,114.65		Reconciled	149,582.70	Check	8150 Health Insurance	
10/07/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,844.98	Reconciled	150,697.35	Deposit	Income:CREDIT CARD	
10/06/2021	1529	VERIZON		238.87		Reconciled	147,852.37	Check	8840 Telephone	
10/06/2021	1526	PSE&G		3,879.87		Reconciled	148,091.24	Check	Utilities:Gas and Electric	
10/06/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,305.51	Reconciled	151,971.11	Deposit	Income:CREDIT CARD	
10/05/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,986.83	Reconciled	149,665.60	Deposit	Income:CREDIT CARD	
10/04/2021		MERCHANT BANKCD	MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	2,880.04		Reconciled	146,678.77	Check	7750 Credit Card Processing Fee	
10/04/2021	5184	PAYROLL CHECK		651.10		Reconciled	149,558.81	Check	8400 Salaries and wages	
10/04/2021	5177	PAYROLL CHECK		687.95		Reconciled	150,209.91	Check	8400 Salaries and wages	
10/04/2021	5172	PAYROLL CHECK		1,250.27		Reconciled	150,897.86	Check	8400 Salaries and wages	
10/04/2021	5143	PAYROLL CHECK		1,772.87		Reconciled	152,148.13	Check	8400 Salaries and wages	
10/04/2021	1525	LAI F CHONG		10,000.00		Reconciled	153,921.00	Check	8430 Payroll - Tips	
10/04/2021	1524	DA THAISON		1,557.00		Reconciled	163,921.00	Check	Purchase:Da Thaison Inc	
10/04/2021	1522	COSTCO WHOLESALE		266.11		Reconciled	165,478.00	Check	Purchase:COSTCO	
10/04/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,704.47	Reconciled	165,744.11	Deposit	Income:CREDIT CARD	
10/04/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,207.32	Reconciled	159,039.64	Deposit	Income:CREDIT CARD	
10/01/2021	1523	KAM KEU MARKET		2,525.50		Reconciled	154,832.32	Check	Purchase:KAM KEU ASIAN MARKET	
10/01/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,375.97	Reconciled	157,357.82	Deposit	Income:CREDIT CARD	
10/01/2021			DoorDash, Inc. DES:Disabled A ID:ST-K9V3L3S7U6H6 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,213.57	Reconciled	154,981.85	Deposit	Income:DoorDash	
09/30/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,578.83	Reconciled	153,768.28	Deposit	Income:CREDIT CARD	
09/29/2021	1521	SEA PRIVATE SEAFOOD		1,047.90		Reconciled	151,189.45	Check	Purchase:Sea Pirate Seafood	
09/29/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,097.50	Reconciled	152,237.35	Deposit	Income:CREDIT CARD	
09/28/2021		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X94265800001389 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	141.36		Reconciled	150,139.85	Check	8460 Payroll Processing Fees	
09/28/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,442.95	Reconciled	150,281.21	Deposit	Income:CREDIT CARD	
09/27/2021		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:94252900001951X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,153.02		Reconciled	147,838.26	Check	3140 Payroll Taxes Liabilities	
09/27/2021	5169	PAYROLL CHECK		175.61		Reconciled	148,991.28	Check	8400 Salaries and wages	
09/27/2021	5164	PAYROLL CHECK		594.23		Reconciled	149,166.89	Check	8400 Salaries and wages	
09/27/2021	5159	PAYROLL CHECK		172.03		Reconciled	149,761.12	Check	8400 Salaries and wages	
09/27/2021	5154	PAYROLL CHECK		571.14		Reconciled	149,933.15	Check	8400 Salaries and wages	
09/27/2021	5149	PAYROLL CHECK		558.68		Reconciled	150,504.29	Check	8400 Salaries and wages	
09/27/2021	1520	DA THAISON		1,371.00		Reconciled	151,062.97	Check	Purchase:Da Thaison Inc	
09/27/2021	1519	LAI F CHONG		8,000.00		Reconciled	152,433.97	Check	4520 Loan officer	
09/27/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,270.65	Reconciled	160,433.97	Deposit	Income:CREDIT CARD	
09/27/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,641.53	Reconciled	155,163.32	Deposit	Income:CREDIT CARD	
09/24/2021	1518	KAM KEU MARKET		3,073.05		Reconciled	150,521.79	Check	Purchase:KAM KEU ASIAN MARKET	
09/24/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,175.08	Reconciled	153,594.84	Deposit	Income:CREDIT CARD	
09/24/2021			DoorDash, Inc. DES:Disabled A ID:ST-P0I7B2B7I8H3 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,126.05	Reconciled	151,419.76	Deposit	Income:DoorDash	
09/23/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,768.44	Reconciled	150,293.71	Deposit	Income:CREDIT CARD	
09/22/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,595.98	Reconciled	147,525.27	Deposit	Income:CREDIT CARD	
09/21/2021	1516	SEA PRIVATE SEAFOOD		1,463.50		Reconciled	142,929.29	Check	Purchase:Sea Pirate Seafood	
09/20/2021		NJ S&U WEB PMT	NJ WEB PMT 04110 DES:NJWEB04110 ID:091000017429519 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B843960	5,205.57		Reconciled	144,392.79	Check	6030 Sales Tax  Adjustment	
09/20/2021	1515	DA THAISON		1,195.30		Reconciled	149,598.36	Check	Purchase:Da Thaison Inc	
09/20/2021	1512	TOUCH PLUS	PDF	450.00		Reconciled	150,793.66	Check	8300 Office Supplies	
09/20/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,322.14	Reconciled	151,243.66	Deposit	Income:CREDIT CARD	
09/20/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,020.14	Reconciled	144,921.52	Deposit	Income:CREDIT CARD	
09/17/2021		NJ S&U WEB PMT	NJ WEB PMT 02201 DES:NJWEB02201 ID:091000017399841 INDN: CO ID:7216000928 CCD PMT INFO:TXP*B843960560000*02201*201230*T*	639.00		Reconciled	139,901.38	Check	8580 NJ CBT Tax	
09/17/2021	1514	KAM KEU MARKET		2,545.20		Reconciled	140,540.38	Check	Purchase:KAM KEU ASIAN MARKET	
09/17/2021	1509	USA FIRE PROTECTION		267.00		Reconciled	143,085.58	Check	8220 Licenses and Permits	
09/17/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,983.80	Reconciled	143,352.58	Deposit	Income:CREDIT CARD	
09/17/2021			DoorDash, Inc. DES:Disabled A ID:ST-P5L3N1O5T8U8 INDN:COUR THAI LLC CO ID:4270465600 CCD		917.52	Reconciled	140,368.78	Deposit	Income:DoorDash	
09/16/2021		BOA CC PMT	BANK OF AMERICA DES:QRMT Pymt ID:COUR THAI INDN:4339931165670241 00 CO ID:3001190310 CCD	3,782.99		Reconciled	139,451.26	Check	3400 BOA #0241	
09/16/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,469.61	Reconciled	143,234.25	Deposit	Income:CREDIT CARD	
09/15/2021	1513	RESTAURANT DEPOT		1,368.68		Reconciled	140,764.64	Check	Purchase:Restaurant Depot	
09/15/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,104.74	Reconciled	142,133.32	Deposit	Income:CREDIT CARD	
09/14/2021			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,450.79	Reconciled	140,028.58	Deposit	Income:CREDIT CARD	
